Make command Move 1,9:17h - 8/28/2013
Refresh problem ,9:17h - 8/28/2013
Replaying all steps ,9:17h - 8/28/2013
Refresh problem ,9:17h - 8/28/2013
Replaying all steps ,9:17h - 8/28/2013
Refresh problem ,9:17h - 8/28/2013
Replaying all steps ,9:17h - 8/28/2013
Make command Move 2,9:17h - 8/28/2013
Refresh problem ,10:47h - 8/28/2013
Replaying all steps ,10:47h - 8/28/2013
Make command Move 2,10:47h - 8/28/2013
Make command Move 2,10:54h - 8/28/2013
Make command Turn 90,10:54h - 8/28/2013
Make command Move -1,10:54h - 8/28/2013
Make command Grab Point P1,10:54h - 8/28/2013
Refresh problem ,10:54h - 8/28/2013
Replaying all steps ,10:54h - 8/28/2013
Refresh problem ,10:54h - 8/28/2013
Replaying all steps ,10:54h - 8/28/2013
Make command Turn 90,10:54h - 8/28/2013
Checking the solution ,10:54h - 8/28/2013
Checked emotions are . ,10:54h - 8/28/2013
Make command Turn 90,10:54h - 8/28/2013
Make command Turn 90,10:54h - 8/28/2013
Checking the solution ,10:54h - 8/28/2013
Checked emotions are . ,10:54h - 8/28/2013
Refresh problem ,10:54h - 8/28/2013
Replaying all steps ,10:54h - 8/28/2013
Make command Move 2,10:54h - 8/28/2013
Replaying all steps ,10:54h - 8/28/2013
Make command Move 2,10:54h - 8/28/2013
Replaying all steps ,10:54h - 8/28/2013
Make command Move 2,10:54h - 8/28/2013
Replaying all steps ,11:13h - 8/28/2013
Replaying all steps ,11:13h - 8/28/2013
Make command Turn 90,11:13h - 8/28/2013
Replaying all steps ,11:13h - 8/28/2013
Refresh problem ,11:13h - 8/28/2013
Replaying all steps ,11:13h - 8/28/2013
Refresh problem ,11:13h - 8/28/2013
Replaying all steps ,11:13h - 8/28/2013
Make command Move 2,11:13h - 8/28/2013
Replaying all steps ,11:13h - 8/28/2013
Make command Turn 90,11:13h - 8/28/2013
Make command Turn 180,11:13h - 8/28/2013
Refresh problem ,11:13h - 8/28/2013
Replaying all steps ,11:13h - 8/28/2013
Make command Move 2,11:13h - 8/28/2013
Make command Turn 90,11:13h - 8/28/2013
Make command Move -1,11:13h - 8/28/2013
Make command Plot point,11:13h - 8/28/2013
Replaying all steps ,11:13h - 8/28/2013
Refresh problem ,11:13h - 8/28/2013
Make command Grab Point P1,11:13h - 8/28/2013
Refresh problem ,11:13h - 8/28/2013
Replaying all steps ,11:13h - 8/28/2013
Make command Turn 90,11:35h - 8/28/2013
Refresh problem ,11:35h - 8/28/2013
Replaying all steps ,11:35h - 8/28/2013
Make command Turn 90,11:35h - 8/28/2013
Make command Moveto P1,11:35h - 8/28/2013
Make command Moveto P1,11:44h - 8/28/2013
Refresh problem ,11:44h - 8/28/2013
Replaying all steps ,11:44h - 8/28/2013
Make command Turn 90,11:44h - 8/28/2013
Make command Moveto P1,11:44h - 8/28/2013
Refresh problem ,11:44h - 8/28/2013
Replaying all steps ,11:44h - 8/28/2013
Make command Turn 90,11:44h - 8/28/2013
Make command Moveto P1,11:44h - 8/28/2013
Make command Move 2,11:44h - 8/28/2013
Make command Move 2,11:44h - 8/28/2013
Refresh problem ,11:44h - 8/28/2013
Replaying all steps ,11:44h - 8/28/2013
Make command Move 2,11:44h - 8/28/2013
Refresh problem ,11:44h - 8/28/2013
Replaying all steps ,11:44h - 8/28/2013
Make command Moveto P1,11:44h - 8/28/2013
Make command Move 2,12:11h - 8/28/2013
Refresh problem ,12:11h - 8/28/2013
Replaying all steps ,12:11h - 8/28/2013
Make command Move 2,12:11h - 8/28/2013
Refresh problem ,12:11h - 8/28/2013
Replaying all steps ,12:11h - 8/28/2013
Make command Moveto P1,12:11h - 8/28/2013
Replaying all steps ,12:11h - 8/28/2013
Refresh problem ,12:11h - 8/28/2013
Replaying all steps ,12:11h - 8/28/2013
Refresh problem ,12:11h - 8/28/2013
Checking the solution ,12:11h - 8/28/2013
Checked emotions are . ,12:11h - 8/28/2013
Make command Move 2,12:11h - 8/28/2013
Refresh problem ,12:11h - 8/28/2013
Replaying all steps ,12:11h - 8/28/2013
Make command Moveto P1,12:11h - 8/28/2013
Make command Move 2,12:34h - 8/28/2013
Make command Moveto P1,12:34h - 8/28/2013
Make command Move 2,13:34h - 8/28/2013
Refresh problem ,13:34h - 8/28/2013
Replaying all steps ,13:34h - 8/28/2013
Make command Move 2,13:34h - 8/28/2013
Make command Turn 90,13:34h - 8/28/2013
Make command Move -1,13:34h - 8/28/2013
Make command Moveto P1,13:34h - 8/28/2013
Make command Move -3,13:34h - 8/28/2013
Refresh problem ,13:40h - 8/28/2013
Replaying all steps ,13:40h - 8/28/2013
Refresh problem ,13:40h - 8/28/2013
Replaying all steps ,13:40h - 8/28/2013
Make command Moveto P1,13:40h - 8/28/2013
Make command Move -3,13:40h - 8/28/2013
Make command Grab Point P1,13:40h - 8/28/2013
Make command Turn E,13:40h - 8/28/2013
Make command Move 5,13:40h - 8/28/2013
Make command Turn S,13:40h - 8/28/2013
Make command Move 4,13:40h - 8/28/2013
Make command Release Point,13:40h - 8/28/2013
Replaying all steps ,13:40h - 8/28/2013
Checking the solution ,13:40h - 8/28/2013
Checked emotions are . ,13:40h - 8/28/2013
Replaying all steps ,13:40h - 8/28/2013
Refresh problem ,13:40h - 8/28/2013
Refresh problem ,14:13h - 8/28/2013
Replaying all steps ,14:13h - 8/28/2013
Checking the solution ,14:13h - 8/28/2013
Checking the solution ,14:13h - 8/28/2013
Checked emotions are Melancholy/Morose. ,14:13h - 8/28/2013
Checking the solution ,14:13h - 8/28/2013
Checked emotions are . ,14:13h - 8/28/2013
Checking the solution ,14:13h - 8/28/2013
Checked emotions are . ,14:13h - 8/28/2013
Refresh problem ,14:13h - 8/28/2013
Make command Move 2,14:13h - 8/28/2013
Refresh problem ,14:34h - 8/28/2013
Replaying all steps ,14:34h - 8/28/2013
Replaying all steps ,14:34h - 8/28/2013
Refresh problem ,14:34h - 8/28/2013
Replaying all steps ,14:34h - 8/28/2013
Refresh problem ,14:34h - 8/28/2013
Replaying all steps ,14:34h - 8/28/2013
Refresh problem ,14:36h - 8/28/2013
Replaying all steps ,14:36h - 8/28/2013
Make command Move 2,14:36h - 8/28/2013
Make command Turn N,14:36h - 8/28/2013
Make command Move 1,14:36h - 8/28/2013
Make command Plot point,14:36h - 8/28/2013
Checking the solution ,14:36h - 8/28/2013
Checked emotions are Morose. ,14:36h - 8/28/2013
Make command Move -2,14:36h - 8/28/2013
Make command Plot point,14:36h - 8/28/2013
Checking the solution ,14:36h - 8/28/2013
Checked emotions are Happy. ,14:36h - 8/28/2013
Refresh problem ,14:36h - 8/28/2013
Replaying all steps ,14:36h - 8/28/2013
Replaying all steps ,14:25h - 8/29/2013
Refresh problem ,14:25h - 8/29/2013
Replaying all steps ,14:25h - 8/29/2013
Refresh problem ,14:26h - 8/29/2013
Replaying all steps ,14:26h - 8/29/2013
Make command Move 3,14:26h - 8/29/2013
Make command Move -2,14:27h - 8/29/2013
Make command Move -2,14:32h - 8/29/2013
Make command Move -2,14:33h - 8/29/2013
Refresh problem ,14:33h - 8/29/2013
Replaying all steps ,14:33h - 8/29/2013
Make command Move -2,14:33h - 8/29/2013
Checking the solution ,14:33h - 8/29/2013
Refresh problem ,14:33h - 8/29/2013
Replaying all steps ,14:33h - 8/29/2013
Checking the solution ,14:33h - 8/29/2013
Make command Move 2,14:33h - 8/29/2013
Checking the solution ,14:33h - 8/29/2013
Refresh problem ,14:33h - 8/29/2013
Replaying all steps ,14:33h - 8/29/2013
Refresh problem ,14:33h - 8/29/2013
Replaying all steps ,14:33h - 8/29/2013
Refresh problem ,14:33h - 8/29/2013
Checking the solution ,14:33h - 8/29/2013
Replaying all steps ,14:51h - 8/29/2013
Checking the solution ,14:51h - 8/29/2013
Replaying all steps ,14:51h - 8/29/2013
Refresh problem ,14:51h - 8/29/2013
Refresh problem ,14:51h - 8/29/2013
Replaying all steps ,14:51h - 8/29/2013
Replaying all steps ,14:51h - 8/29/2013
Refresh problem ,14:51h - 8/29/2013
Refresh problem ,14:54h - 8/29/2013
Replaying all steps ,14:54h - 8/29/2013
Refresh problem ,14:57h - 8/29/2013
Replaying all steps ,14:57h - 8/29/2013
Refresh problem ,14:57h - 8/29/2013
Replaying all steps ,14:57h - 8/29/2013
Make command Move 3,14:57h - 8/29/2013
Refresh problem ,14:58h - 8/29/2013
Replaying all steps ,14:58h - 8/29/2013
Checking the solution ,14:58h - 8/29/2013
Refresh problem ,14:58h - 8/29/2013
Replaying all steps ,14:58h - 8/29/2013
Refresh problem ,15:0h - 8/29/2013
Replaying all steps ,15:0h - 8/29/2013
Make command Turn N,15:0h - 8/29/2013
Make command Plot point,15:0h - 8/29/2013
Refresh problem ,15:1h - 8/29/2013
Replaying all steps ,15:1h - 8/29/2013
Checking the solution ,15:1h - 8/29/2013
Checking the solution ,15:2h - 8/29/2013
Checking the solution ,15:2h - 8/29/2013
Replaying all steps ,14:58h - 8/29/2013
Refresh problem ,14:58h - 8/29/2013
Replaying all steps ,14:58h - 8/29/2013
Checking the solution ,15:5h - 8/29/2013
Checking the solution ,15:13h - 8/29/2013
Refresh problem ,15:13h - 8/29/2013
Replaying all steps ,15:13h - 8/29/2013
Checking the solution ,15:13h - 8/29/2013
Checked emotions are . ,15:13h - 8/29/2013
Make command Move 2,15:23h - 8/29/2013
Replaying all steps ,15:23h - 8/29/2013
Refresh problem ,15:23h - 8/29/2013
Make command Move 3,15:23h - 8/29/2013
Make command Turn N,15:23h - 8/29/2013
Make command Move 1,15:23h - 8/29/2013
Checking the solution ,15:23h - 8/29/2013
Checked emotions are Melancholy. ,15:23h - 8/29/2013
Replaying all steps ,15:23h - 8/29/2013
Refresh problem ,15:23h - 8/29/2013
Replaying all steps ,15:23h - 8/29/2013
Replaying all steps ,15:43h - 8/29/2013
Checking the solution ,16:36h - 8/29/2013
Checked emotions are Apathetic. ,16:36h - 8/29/2013
Refresh problem ,16:36h - 8/29/2013
Replaying all steps ,16:36h - 8/29/2013
Checking the solution ,16:36h - 8/29/2013
Checked emotions are Depressed. ,16:36h - 8/29/2013
Refresh problem ,16:36h - 8/29/2013
Replaying all steps ,16:36h - 8/29/2013
Refresh problem ,16:40h - 8/29/2013
Replaying all steps ,16:40h - 8/29/2013
Refresh problem ,16:40h - 8/29/2013
Replaying all steps ,16:40h - 8/29/2013
Replaying all steps ,16:48h - 8/29/2013
Refresh problem ,16:48h - 8/29/2013
Make command Move 3,16:48h - 8/29/2013
Make command Turn N,16:48h - 8/29/2013
Make command Move 1,16:48h - 8/29/2013
Make command Plot point,16:48h - 8/29/2013
Checking the solution ,16:48h - 8/29/2013
Checked emotions are Morose. ,16:48h - 8/29/2013
Make command Move 2,16:48h - 8/29/2013
Checking the solution ,16:48h - 8/29/2013
Checked emotions are . ,16:48h - 8/29/2013
Make command Turn E,16:48h - 8/29/2013
Make command Move 4,16:48h - 8/29/2013
Refresh problem ,16:58h - 8/29/2013
Replaying all steps ,16:58h - 8/29/2013
Make command Move 3,16:58h - 8/29/2013
Make command Move -7,16:58h - 8/29/2013
Replaying all steps ,16:58h - 8/29/2013
Refresh problem ,16:58h - 8/29/2013
Refresh problem ,17:7h - 8/29/2013
Replaying all steps ,17:7h - 8/29/2013
Make command Move 3,17:7h - 8/29/2013
Make command Move 3,17:14h - 8/29/2013
Make command Move 2,17:15h - 8/29/2013
Refresh problem ,17:15h - 8/29/2013
Replaying all steps ,17:15h - 8/29/2013
Refresh problem ,17:15h - 8/29/2013
Replaying all steps ,17:15h - 8/29/2013
Make command Move 2,17:15h - 8/29/2013
Make command Move 1,17:15h - 8/29/2013
Make command Move -6,17:15h - 8/29/2013
Make command Move 2,17:15h - 8/29/2013
Make command Move 3,17:28h - 8/29/2013
Make command Turn N,17:28h - 8/29/2013
Refresh problem ,17:28h - 8/29/2013
Replaying all steps ,17:28h - 8/29/2013
Replaying all steps ,17:28h - 8/29/2013
Make command Move 3,17:28h - 8/29/2013
Make command Turn N,17:28h - 8/29/2013
Make command Move 1,17:28h - 8/29/2013
Make command Plot point,17:28h - 8/29/2013
Checking the solution ,17:28h - 8/29/2013
Checked emotions are . ,17:28h - 8/29/2013
Checking the solution ,17:28h - 8/29/2013
Checked emotions are Hungry. ,17:28h - 8/29/2013
Make command Move 2,18:50h - 8/29/2013
Replaying all steps ,18:52h - 8/29/2013
Refresh problem ,18:52h - 8/29/2013
Replaying all steps ,18:52h - 8/29/2013
Refresh problem ,18:54h - 8/29/2013
Replaying all steps ,18:54h - 8/29/2013
Make command Move 3,18:54h - 8/29/2013
Make command Turn N,18:54h - 8/29/2013
Make command Move 1,18:54h - 8/29/2013
Make command Plot point,18:54h - 8/29/2013
Checking the solution ,18:54h - 8/29/2013
Checked emotions are . ,18:54h - 8/29/2013
Refresh problem ,18:54h - 8/29/2013
Replaying all steps ,18:54h - 8/29/2013
Refresh problem ,18:54h - 8/29/2013
Replaying all steps ,18:54h - 8/29/2013
Make command Move 2,18:54h - 8/29/2013
Make command Move -4,18:54h - 8/29/2013
Make command Move -3,18:54h - 8/29/2013
Make command Move 2,18:54h - 8/29/2013
Checking the solution ,11:25h - 8/30/2013
Checked emotions are . ,11:25h - 8/30/2013
Refresh problem ,11:25h - 8/30/2013
Replaying all steps ,11:25h - 8/30/2013
Replaying all steps ,11:32h - 8/30/2013
Make command Move 3,11:32h - 8/30/2013
Make command Turn N,11:32h - 8/30/2013
Make command Move 1,11:32h - 8/30/2013
Make command Plot point,11:32h - 8/30/2013
Checking the solution ,11:32h - 8/30/2013
Refresh problem ,11:37h - 8/30/2013
Replaying all steps ,11:37h - 8/30/2013
Make command Move 3,11:37h - 8/30/2013
Make command Turn N,11:37h - 8/30/2013
Make command Move 1,11:37h - 8/30/2013
Make command Plot point,11:37h - 8/30/2013
Checking the solution ,11:37h - 8/30/2013
Checked emotions are . ,11:37h - 8/30/2013
Replaying all steps ,11:37h - 8/30/2013
Replaying all steps ,11:37h - 8/30/2013
Refresh problem ,11:37h - 8/30/2013
Refresh problem ,11:47h - 8/30/2013
Replaying all steps ,11:47h - 8/30/2013
Make command Move 3,11:47h - 8/30/2013
Replaying all steps ,11:47h - 8/30/2013
Refresh problem ,11:47h - 8/30/2013
Replaying all steps ,11:47h - 8/30/2013
Refresh problem ,11:47h - 8/30/2013
Replaying all steps ,11:47h - 8/30/2013
Refresh problem ,11:50h - 8/30/2013
Replaying all steps ,11:50h - 8/30/2013
Refresh problem ,11:50h - 8/30/2013
Replaying all steps ,11:50h - 8/30/2013
Refresh problem ,11:50h - 8/30/2013
Replaying all steps ,11:50h - 8/30/2013
Make command Grab Point P1,11:50h - 8/30/2013
Make command Turn E,11:50h - 8/30/2013
Make command Move 2,11:50h - 8/30/2013
Refresh problem ,11:50h - 8/30/2013
Replaying all steps ,11:50h - 8/30/2013
Make command Grab Point P1,11:50h - 8/30/2013
Make command Turn E,11:50h - 8/30/2013
Make command Move 2,11:50h - 8/30/2013
Make command Turn N,11:50h - 8/30/2013
Make command Turn S,11:50h - 8/30/2013
Make command Move 2,11:50h - 8/30/2013
Make command Release Point,11:50h - 8/30/2013
Checking the solution ,11:50h - 8/30/2013
Checked emotions are . ,11:50h - 8/30/2013
Refresh problem ,12:52h - 8/30/2013
Replaying all steps ,12:52h - 8/30/2013
Make command Move 3,12:52h - 8/30/2013
Make command Turn N,12:52h - 8/30/2013
Make command Move 1,12:52h - 8/30/2013
Make command Plot point,12:52h - 8/30/2013
Checking the solution ,12:52h - 8/30/2013
Checked emotions are . ,12:52h - 8/30/2013
Checking the solution ,12:52h - 8/30/2013
Checking the solution ,16:35h - 8/30/2013
Checking the solution ,16:35h - 8/30/2013
Checking the solution ,16:38h - 8/30/2013
Current problem index : 0 ,16:50h - 8/30/2013
Current problem index : 0 ,16:52h - 8/30/2013
Click ,16:52h - 8/30/2013
Make command Move 2,16:52h - 8/30/2013
Checking the solution ,16:52h - 8/30/2013
Click ,16:52h - 8/30/2013
Solution is Incorrect ,16:52h - 8/30/2013
Checked emotions are . ,16:52h - 8/30/2013
Click ,16:52h - 8/30/2013
Loading problem through Applet ,16:52h - 8/30/2013
Refresh problem ,16:52h - 8/30/2013
Current problem index : 1 ,16:52h - 8/30/2013
Replaying all steps ,16:52h - 8/30/2013
Click ,16:52h - 8/30/2013
Make command Move 3,16:52h - 8/30/2013
Click ,16:52h - 8/30/2013
Make command Turn 90,16:52h - 8/30/2013
Click ,16:52h - 8/30/2013
Make command Move 1,16:52h - 8/30/2013
Click ,16:52h - 8/30/2013
Make command Plot point,16:52h - 8/30/2013
Checking the solution ,16:52h - 8/30/2013
Click ,16:52h - 8/30/2013
Solution is Correct ,16:52h - 8/30/2013
Checked emotions are . ,16:52h - 8/30/2013
Current problem index : 2 ,16:52h - 8/30/2013
Refresh problem ,16:52h - 8/30/2013
Replaying all steps ,16:52h - 8/30/2013
Click ,16:52h - 8/30/2013
Loading problem through Applet ,16:52h - 8/30/2013
Refresh problem ,16:52h - 8/30/2013
Current problem index : 0 ,16:52h - 8/30/2013
Replaying all steps ,16:52h - 8/30/2013
Click ,16:52h - 8/30/2013
Loading problem through Applet ,16:52h - 8/30/2013
Current problem index : 13 ,16:52h - 8/30/2013
Replaying all steps ,16:52h - 8/30/2013
Refresh problem ,16:52h - 8/30/2013
Current problem index : 0 ,17:7h - 8/30/2013
Checking the solution ,17:7h - 8/30/2013
Click ,17:7h - 8/30/2013
Solution is Correct ,17:7h - 8/30/2013
Checked emotions are Depressed/Angry/Hungry. ,17:7h - 8/30/2013
Current problem index : 1 ,17:7h - 8/30/2013
Refresh problem ,17:7h - 8/30/2013
Replaying all steps ,17:7h - 8/30/2013
Moving to next problem ,17:7h - 8/30/2013
Click ,17:7h - 8/30/2013
Make command Move 3,17:7h - 8/30/2013
Click ,17:7h - 8/30/2013
Make command Turn N,17:7h - 8/30/2013
Click ,17:7h - 8/30/2013
Make command Move 1,17:7h - 8/30/2013
Click ,17:7h - 8/30/2013
Make command Plot point,17:7h - 8/30/2013
Checking the solution ,17:7h - 8/30/2013
Click ,17:7h - 8/30/2013
Solution is Correct ,17:7h - 8/30/2013
Checked emotions are . ,17:7h - 8/30/2013
Moving to next problem ,17:7h - 8/30/2013
Refresh problem ,17:7h - 8/30/2013
Current problem index : 2 ,17:7h - 8/30/2013
Replaying all steps ,17:7h - 8/30/2013
Checking the solution ,17:7h - 8/30/2013
Click ,17:7h - 8/30/2013
Solution is Incorrect ,17:7h - 8/30/2013
Checked emotions are . ,17:7h - 8/30/2013
Click ,17:7h - 8/30/2013
Make command Move -2,17:7h - 8/30/2013
Click ,17:7h - 8/30/2013
Make command Turn N,17:7h - 8/30/2013
Click ,17:7h - 8/30/2013
Make command Move -3,17:7h - 8/30/2013
Click ,17:7h - 8/30/2013
Make command Plot point,17:7h - 8/30/2013
Replaying all steps ,17:7h - 8/30/2013
Checking the solution ,17:7h - 8/30/2013
Click ,17:7h - 8/30/2013
Solution is Correct ,17:7h - 8/30/2013
Checked emotions are . ,17:7h - 8/30/2013
Moving to next problem ,17:7h - 8/30/2013
Current problem index : 3 ,17:7h - 8/30/2013
Refresh problem ,17:7h - 8/30/2013
Replaying all steps ,17:7h - 8/30/2013
Checking the solution ,17:7h - 8/30/2013
Click ,17:7h - 8/30/2013
Solution is Incorrect ,17:7h - 8/30/2013
Checked emotions are . ,17:7h - 8/30/2013
Click ,17:7h - 8/30/2013
Make command Move 3,17:7h - 8/30/2013
Checking the solution ,17:7h - 8/30/2013
Click ,17:7h - 8/30/2013
Solution is Incorrect ,17:7h - 8/30/2013
Checked emotions are . ,17:7h - 8/30/2013
Click ,17:7h - 8/30/2013
Make command Turn N,17:7h - 8/30/2013
Click ,17:7h - 8/30/2013
Make command Move -2,17:7h - 8/30/2013
Click ,17:7h - 8/30/2013
Make command Plot point,17:7h - 8/30/2013
Checking the solution ,17:7h - 8/30/2013
Solution is Correct ,17:7h - 8/30/2013
Click ,17:7h - 8/30/2013
Checked emotions are . ,17:7h - 8/30/2013
Moving to next problem ,17:7h - 8/30/2013
Refresh problem ,17:7h - 8/30/2013
Current problem index : 4 ,17:7h - 8/30/2013
Replaying all steps ,17:7h - 8/30/2013
Click ,17:7h - 8/30/2013
Make command Grab Point P1,17:7h - 8/30/2013
Click ,17:7h - 8/30/2013
Make command Turn E,17:7h - 8/30/2013
Click ,17:7h - 8/30/2013
Make command Move 2,17:7h - 8/30/2013
Click ,17:7h - 8/30/2013
Make command Turn S,17:7h - 8/30/2013
Click ,17:7h - 8/30/2013
Make command Move 2,17:7h - 8/30/2013
Click ,17:7h - 8/30/2013
Make command Release Point,17:7h - 8/30/2013
Checking the solution ,17:7h - 8/30/2013
Click ,17:7h - 8/30/2013
Solution is Correct ,17:7h - 8/30/2013
Checked emotions are . ,17:7h - 8/30/2013
Moving to next problem ,17:7h - 8/30/2013
Refresh problem ,17:7h - 8/30/2013
Current problem index : 5 ,17:7h - 8/30/2013
Replaying all steps ,17:7h - 8/30/2013
Checking the solution ,17:7h - 8/30/2013
Click ,17:7h - 8/30/2013
Solution is Incorrect ,17:7h - 8/30/2013
Checked emotions are . ,17:7h - 8/30/2013
Checking the solution ,17:7h - 8/30/2013
Click ,17:7h - 8/30/2013
Solution is Incorrect ,17:7h - 8/30/2013
Checked emotions are . ,17:7h - 8/30/2013
Checking the solution ,17:7h - 8/30/2013
Click ,17:7h - 8/30/2013
Solution is Incorrect ,17:7h - 8/30/2013
Checked emotions are . ,17:7h - 8/30/2013
Click ,17:7h - 8/30/2013
Click ,17:7h - 8/30/2013
Make command Move 2,17:7h - 8/30/2013
Click ,17:7h - 8/30/2013
Make command Turn S,17:7h - 8/30/2013
Click ,17:7h - 8/30/2013
Make command Move 1,17:7h - 8/30/2013
Click ,17:7h - 8/30/2013
Click ,17:7h - 8/30/2013
Make command Plot point,17:7h - 8/30/2013
Checking the solution ,17:7h - 8/30/2013
Click ,17:7h - 8/30/2013
Solution is Correct ,17:7h - 8/30/2013
Checked emotions are Hungry. ,17:7h - 8/30/2013
Moving to next problem ,17:7h - 8/30/2013
Current problem index : 6 ,17:7h - 8/30/2013
Refresh problem ,17:7h - 8/30/2013
Replaying all steps ,17:7h - 8/30/2013
Refresh problem ,17:7h - 8/30/2013
Replaying all steps ,17:7h - 8/30/2013
Current problem index : 0 ,17:33h - 8/30/2013
Click ,17:33h - 8/30/2013
Loading problem through Applet ,17:33h - 8/30/2013
Refresh problem ,17:33h - 8/30/2013
Current problem index : 5 ,17:33h - 8/30/2013
Replaying all steps ,17:33h - 8/30/2013
Click ,17:33h - 8/30/2013
Loading problem through Applet ,17:33h - 8/30/2013
Current problem index : 6 ,17:33h - 8/30/2013
Refresh problem ,17:33h - 8/30/2013
Replaying all steps ,17:33h - 8/30/2013
Click ,17:33h - 8/30/2013
Make command Grab Point P1,17:33h - 8/30/2013
Click ,17:33h - 8/30/2013
Make command Turn N,17:33h - 8/30/2013
Click ,17:33h - 8/30/2013
Make command Move 2,17:33h - 8/30/2013
Refresh problem ,17:33h - 8/30/2013
Replaying all steps ,17:33h - 8/30/2013
Click ,17:33h - 8/30/2013
Make command Grab Point P1,17:33h - 8/30/2013
Click ,17:33h - 8/30/2013
Make command Turn S,17:33h - 8/30/2013
Click ,17:33h - 8/30/2013
Make command Move -1,17:33h - 8/30/2013
Click ,17:33h - 8/30/2013
Make command Move 2,17:33h - 8/30/2013
Click ,17:33h - 8/30/2013
Make command Turn E,17:33h - 8/30/2013
Click ,17:33h - 8/30/2013
Make command Move -2,17:33h - 8/30/2013
Click ,17:33h - 8/30/2013
Make command Release Point,17:33h - 8/30/2013
Checking the solution ,17:33h - 8/30/2013
Click ,17:33h - 8/30/2013
Solution is Incorrect ,17:33h - 8/30/2013
Current problem index : 0 ,17:38h - 8/30/2013
Click ,17:38h - 8/30/2013
Loading problem through Applet ,17:38h - 8/30/2013
Refresh problem ,17:38h - 8/30/2013
Current problem index : 6 ,17:38h - 8/30/2013
Replaying all steps ,17:38h - 8/30/2013
Click ,17:38h - 8/30/2013
Make command Grab Point P1,17:38h - 8/30/2013
Click ,17:38h - 8/30/2013
Make command Turn S,17:38h - 8/30/2013
Click ,17:38h - 8/30/2013
Make command Move 1,17:38h - 8/30/2013
Click ,17:38h - 8/30/2013
Make command Turn E,17:38h - 8/30/2013
Click ,17:38h - 8/30/2013
Make command Move -2,17:38h - 8/30/2013
Click ,17:38h - 8/30/2013
Make command Release Point,17:38h - 8/30/2013
Checking the solution ,17:38h - 8/30/2013
Click ,17:38h - 8/30/2013
Solution is Correct ,17:38h - 8/30/2013
Checked emotions are . ,17:38h - 8/30/2013
Moving to next problem ,17:38h - 8/30/2013
Current problem index : 7 ,17:38h - 8/30/2013
Refresh problem ,17:38h - 8/30/2013
Replaying all steps ,17:38h - 8/30/2013
Click ,17:38h - 8/30/2013
Make command Move -1,17:38h - 8/30/2013
Click ,17:38h - 8/30/2013
Make command Turn N,17:38h - 8/30/2013
Click ,17:38h - 8/30/2013
Make command Move 1,17:38h - 8/30/2013
Click ,17:38h - 8/30/2013
Make command Plot point,17:38h - 8/30/2013
Checking the solution ,17:38h - 8/30/2013
Click ,17:38h - 8/30/2013
Solution is Correct ,17:38h - 8/30/2013
Checked emotions are . ,17:38h - 8/30/2013
Moving to next problem ,17:38h - 8/30/2013
